Item_Identifier,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Gender,Age,Profession,Item_Outlet_Sales
DRK13,Low Fat,Soft Drinks,200.2084,OUT049,Medium,Tier 1,Supermarket Type1,Male,36,Artist,4563.3932
FDB04,Regular,Dairy,87.9856,OUT046,Small,Tier 1,Supermarket Type1,Female,41,Artist,1494.0552
NCI54,low fat,Household,109.6912,OUT045,,Tier 2,Supermarket Type1,Male,72,Executive,1419.4856
FDP19,Low Fat,Fruits and Vegetables,128.8652,OUT045,,Tier 2,Supermarket Type1,Female,50,Engineer,1291.652
FDB37,Regular,Baking Goods,240.8538,OUT035,Small,Tier 2,Supermarket Type1,Female,79,Lawyer,7931.6754
NCR05,Low Fat,Health and Hygiene,196.5084,OUT013,High,Tier 3,Supermarket Type1,Female,23,Marketing,595.2252
FDZ15,Low Fat,Dairy,120.1782,OUT045,,Tier 2,Supermarket Type1,Female,25,Healthcare,2026.0294
NCQ29,Low Fat,Health and Hygiene,259.5278,OUT046,Small,Tier 1,Supermarket Type1,Female,40,Doctor,2603.278
FDL04,Low Fat,Frozen Foods,106.5622,OUT046,Small,Tier 1,Supermarket Type1,Male,27,Healthcare,2117.244
DRH49,Low Fat,Soft Drinks,83.8592,OUT018,Medium,Tier 3,Supermarket Type2,Female,62,Artist,247.6776
FDT07,Regular,Fruits and Vegetables,256.133,OUT019,Small,Tier 1,Grocery Store,Male,29,Healthcare,256.333
NCI55,Low Fat,Household,120.9414,OUT045,,Tier 2,Supermarket Type1,Female,31,Doctor,2680.5108
FDP19,LF,Fruits and Vegetables,129.0652,OUT035,Small,Tier 2,Supermarket Type1,Male,37,Engineer,3487.4604
FDV45,Low Fat,Snack Foods,187.9556,OUT045,,Tier 2,Supermarket Type1,Male,28,Healthcare,2816.334
FDG26,Low Fat,Canned,254.433,OUT018,Medium,Tier 3,Supermarket Type2,Female,26,Artist,2050.664
DRJ01,Low Fat,Soft Drinks,161.5236,OUT035,Small,Tier 2,Supermarket Type1,Female,33,Healthcare,1288.9888
FDD14,Low Fat,Canned,184.4266,OUT035,Small,Tier 2,Supermarket Type1,Male,59,Artist,3688.532
DRH37,Low Fat,Soft Drinks,165.4526,OUT035,Small,Tier 2,Supermarket Type1,Male,57,Artist,1644.526
NCD18,Low Fat,Household,228.3668,OUT013,High,Tier 3,Supermarket Type1,Female,43,Marketing,5298.4364
NCE55,Low Fat,Household,176.837,OUT045,,Tier 2,Supermarket Type1,Female,50,Entertainment,2117.244
NCQ43,Low Fat,Others,108.8912,OUT017,,Tier 2,Supermarket Type1,Female,29,Artist,327.5736
FDC41,Low Fat,Frozen Foods,78.167,OUT046,Small,Tier 1,Supermarket Type1,Male,29,Engineer,1837.608
DRL01,Regular,Soft Drinks,232.9958,OUT019,Small,Tier 1,Grocery Store,Female,28,Doctor,934.7832
FDX48,Regular,Baking Goods,154.6656,OUT010,,Tier 3,Grocery Store,Female,37,Artist,308.9312
DRC25,Low Fat,Soft Drinks,85.5882,OUT010,,Tier 3,Grocery Store,Female,75,Lawyer,171.7764
DRF48,Low Fat,Soft Drinks,188.1898,OUT045,,Tier 2,Supermarket Type1,Male,19,Entertainment,1496.7184
FDT34,Low Fat,Snack Foods,106.7964,OUT018,Medium,Tier 3,Supermarket Type2,Female,42,Artist,525.982
NCB43,Low Fat,Household,187.6898,OUT035,Small,Tier 2,Supermarket Type1,Male,22,Healthcare,3928.8858
FDG44,Low Fat,Fruits and Vegetables,55.7298,OUT019,Small,Tier 1,Grocery Store,Female,28,Doctor,161.7894
FDD35,Low Fat,Starchy Foods,119.244,OUT035,Small,Tier 2,Supermarket Type1,Male,45,Artist,2636.568
FDC02,Low Fat,Canned,260.4278,OUT013,High,Tier 3,Supermarket Type1,Male,51,Entertainment,3644.5892
FDU51,Regular,Meat,175.5028,OUT018,Medium,Tier 3,Supermarket Type2,Male,40,Entertainment,6729.9064
NCC19,Low Fat,Household,193.982,OUT035,Small,Tier 2,Supermarket Type1,Male,42,Artist,2316.984
FDJ60,Regular,Baking Goods,166.9184,OUT046,Small,Tier 1,Supermarket Type1,Female,49,Artist,3302.368
NCI29,Low Fat,Health and Hygiene,143.2154,OUT046,Small,Tier 1,Supermarket Type1,Female,46,,2127.231
NCF43,Low Fat,Household,142.247,OUT013,High,Tier 3,Supermarket Type1,Male,46,Entertainment,2862.94
FDY08,Regular,Fruits and Vegetables,141.5838,OUT027,Medium,Tier 3,Supermarket Type3,Male,29,Artist,3231.1274
FDD17,Low Fat,Frozen Foods,237.1906,OUT010,,Tier 3,Grocery Store,Female,72,Lawyer,237.6906
FDK41,Low Fat,Frozen Foods,86.0224,OUT035,Small,Tier 2,Supermarket Type1,Male,26,Healthcare,1022.6688
DRN59,Low Fat,Hard Drinks,45.506,OUT045,,Tier 2,Supermarket Type1,Female,50,Engineer,466.06
FDR60,Low Fat,Baking Goods,75.7328,OUT013,High,Tier 3,Supermarket Type1,Male,33,Doctor,617.8624
DRO47,Low Fat,Hard Drinks,112.486,OUT010,,Tier 3,Grocery Store,Male,57,Doctor,113.186
FDF26,Regular,Canned,154.9998,OUT035,Small,Tier 2,Supermarket Type1,Female,35,Artist,3075.996
FDQ12,LF,Baking Goods,231.401,OUT046,Small,Tier 1,Supermarket Type1,Female,51,Artist,2067.309
NCO29,Low Fat,Health and Hygiene,164.0526,OUT035,Small,Tier 2,Supermarket Type1,Male,52,Entertainment,4769.1254
DRF03,Low Fat,Dairy,42.4138,OUT049,Medium,Tier 1,Supermarket Type1,Male,20,Entertainment,243.6828
FDU48,Low Fat,Baking Goods,131.4284,OUT010,,Tier 3,Grocery Store,Male,33,Marketing,263.6568
DRE03,Low Fat,Dairy,45.5718,OUT035,Small,Tier 2,Supermarket Type1,Male,58,Artist,945.436
FDX55,Low Fat,Fruits and Vegetables,217.3166,OUT017,,Tier 2,Supermarket Type1,Female,37,Artist,1306.2996
FDP38,Low Fat,Canned,51.6008,OUT027,Medium,Tier 3,Supermarket Type3,Female,38,Doctor,1821.6288
FDZ19,Low Fat,Fruits and Vegetables,175.5712,OUT017,,Tier 2,Supermarket Type1,Female,27,Healthcare,1230.3984
NCU54,LF,Household,209.627,OUT045,,Tier 2,Supermarket Type1,Male,43,Entertainment,1887.543
FDY36,Low Fat,Baking Goods,73.738,OUT046,Small,Tier 1,Supermarket Type1,Female,18,Healthcare,1318.284
FDL16,Low Fat,Frozen Foods,46.406,OUT018,Medium,Tier 3,Supermarket Type2,Female,29,Healthcare,186.424
FDW31,Regular,Fruits and Vegetables,197.9742,OUT013,High,Tier 3,Supermarket Type1,Male,86,Lawyer,995.371
DRK49,Low Fat,Soft Drinks,40.9138,OUT027,Medium,Tier 3,Supermarket Type3,Male,32,Healthcare,1380.8692
FDC08,Regular,Fruits and Vegetables,228.372,OUT049,Medium,Tier 1,Supermarket Type1,Female,52,Engineer,905.488
FDO56,Regular,Fruits and Vegetables,115.5808,OUT035,Small,Tier 2,Supermarket Type1,Male,53,Artist,1874.8928
NCV53,Low Fat,Health and Hygiene,238.088,OUT017,,Tier 2,Supermarket Type1,Male,29,Healthcare,6231.888
FDA35,Regular,Baking Goods,124.1072,OUT017,,Tier 2,Supermarket Type1,Male,58,Artist,1837.608
FDL40,Low Fat,Frozen Foods,98.241,OUT019,Small,Tier 1,Grocery Store,Male,22,Healthcare,289.623
FDJ04,Low Fat,Frozen Foods,117.2124,OUT049,Medium,Tier 1,Supermarket Type1,Male,72,Lawyer,2133.2232
FDA31,LF,Fruits and Vegetables,172.108,OUT018,Medium,Tier 3,Supermarket Type2,Female,39,Artist,2250.404
FDX24,Low Fat,Baking Goods,94.0462,OUT045,,Tier 2,Supermarket Type1,Male,40,Engineer,1480.7392
FDQ59,Regular,Breads,84.6908,OUT046,Small,Tier 1,Supermarket Type1,Female,23,Healthcare,503.3448
FDF45,Regular,Fruits and Vegetables,60.0904,OUT017,,Tier 2,Supermarket Type1,Female,79,Lawyer,1113.2176
FDH05,Regular,Frozen Foods,229.7984,OUT027,Medium,Tier 3,Supermarket Type3,Female,70,Lawyer,6024.1584
NCZ54,Low Fat,Household,161.9552,OUT046,Small,Tier 1,Supermarket Type1,Female,27,Artist,4711.2008
FDW01,Low Fat,Canned,154.4682,OUT019,Small,Tier 1,Grocery Store,Male,47,Executive,152.4682
FDX36,Regular,Baking Goods,224.0404,OUT018,Medium,Tier 3,Supermarket Type2,Male,58,Executive,5851.0504
NCO55,Low Fat,Others,106.6938,OUT027,Medium,Tier 3,Supermarket Type3,Male,26,Entertainment,2251.0698
FDL13,Regular,Breakfast,233.83,OUT017,,Tier 2,Supermarket Type1,Male,40,Engineer,2796.36
FDV16,Regular,Frozen Foods,35.7558,OUT049,Medium,Tier 1,Supermarket Type1,Male,35,Executive,611.2044
FDN04,Regular,Frozen Foods,178.5344,OUT045,,Tier 2,Supermarket Type1,Male,31,Healthcare,3390.2536
NCH06,Low Fat,Household,247.146,OUT018,Medium,Tier 3,Supermarket Type2,Female,43,Artist,492.692
FDA40,Regular,Frozen Foods,88.9856,OUT013,High,Tier 3,Supermarket Type1,Male,21,Doctor,1669.8264
NCS05,Low Fat,Health and Hygiene,131.3942,OUT049,Medium,Tier 1,Supermarket Type1,Female,29,Artist,927.4594
FDM15,Regular,Meat,151.8366,OUT027,Medium,Tier 3,Supermarket Type3,Female,18,Healthcare,6196.6006
FDK04,Low Fat,Frozen Foods,56.3588,OUT017,,Tier 2,Supermarket Type1,Male,28,Artist,744.3644
FDI58,Regular,Snack Foods,91.212,OUT013,High,Tier 3,Supermarket Type1,Female,27,Healthcare,466.06
FDB33,Low Fat,Fruits and Vegetables,158.1262,OUT013,High,Tier 3,Supermarket Type1,Female,47,Doctor,4137.2812
FDJ45,Low Fat,Seafood,34.8216,OUT049,Medium,Tier 1,Supermarket Type1,Male,52,Marketing,207.7296
NCO05,Low Fat,Health and Hygiene,100.5384,OUT046,Small,Tier 1,Supermarket Type1,Female,42,Marketing,2463.46
NCE31,Low Fat,Household,33.2216,OUT010,,Tier 3,Grocery Store,Female,57,Artist,138.4864
FDQ49,Regular,Breakfast,157.663,OUT046,Small,Tier 1,Supermarket Type1,Male,61,Executive,1095.241
FDL34,Low Fat,Snack Foods,143.1496,OUT046,Small,Tier 1,Supermarket Type1,Male,33,Artist,2258.3936
FDV07,Low Fat,Fruits and Vegetables,111.1228,OUT049,Medium,Tier 1,Supermarket Type1,Female,41,Artist,663.1368
FDX19,Low Fat,Fruits and Vegetables,233.8958,OUT045,,Tier 2,Supermarket Type1,Female,39,Doctor,2103.2622
FDO48,Regular,Baking Goods,219.8456,OUT046,Small,Tier 1,Supermarket Type1,Male,40,Doctor,4863.0032
FDK40,Low Fat,Frozen Foods,262.691,OUT013,High,Tier 3,Supermarket Type1,Female,52,Artist,6048.793
FDY19,Low Fat,Fruits and Vegetables,117.2466,OUT049,Medium,Tier 1,Supermarket Type1,Female,48,Artist,2239.0854
FDS16,Regular,Frozen Foods,145.276,OUT027,Medium,Tier 3,Supermarket Type3,Female,33,Doctor,5273.136
FDS02,Regular,Dairy,196.4794,OUT027,Medium,Tier 3,Supermarket Type3,Male,43,Artist,5852.382
FDM51,Regular,Meat,102.5674,OUT045,,Tier 2,Supermarket Type1,Female,51,Artist,1629.8784
FDW02,Regular,Dairy,126.2704,OUT019,Small,Tier 1,Grocery Store,Female,36,Entertainment,250.3408
FDS31,Regular,Fruits and Vegetables,178.5318,OUT019,Small,Tier 1,Grocery Store,Male,38,Entertainment,180.4318
DRF03,Low Fat,Dairy,40.3138,OUT018,Medium,Tier 3,Supermarket Type2,Female,30,Artist,527.9794
FDT55,Regular,Fruits and Vegetables,156.7946,OUT013,High,Tier 3,Supermarket Type1,Male,39,Marketing,2840.3028
FDW21,Regular,Snack Foods,99.5358,OUT046,Small,Tier 1,Supermarket Type1,Female,46,Entertainment,1407.5012
FDP07,Low Fat,Fruits and Vegetables,197.111,OUT013,High,Tier 3,Supermarket Type1,Male,43,Executive,589.233
NCZ17,Low Fat,Health and Hygiene,38.6506,OUT046,Small,Tier 1,Supermarket Type1,Male,70,Lawyer,796.9626
NCV41,Low Fat,Health and Hygiene,109.8228,OUT017,,Tier 2,Supermarket Type1,Female,41,Entertainment,1657.842
FDP60,Low Fat,Baking Goods,99.2016,OUT049,Medium,Tier 1,Supermarket Type1,Female,39,Engineer,1518.024
FDG58,Regular,Snack Foods,156.8972,OUT010,,Tier 3,Grocery Store,Female,51,Artist,467.3916
FDI60,Regular,Baking Goods,62.351,OUT049,Medium,Tier 1,Supermarket Type1,Male,20,Healthcare,885.514
FDI20,Low Fat,Fruits and Vegetables,209.2586,OUT046,Small,Tier 1,Supermarket Type1,Female,30,Doctor,3165.879
DRC13,Regular,Soft Drinks,124.673,OUT017,,Tier 2,Supermarket Type1,Male,26,Marketing,1847.595
DRA24,Regular,Soft Drinks,163.2868,OUT019,Small,Tier 1,Grocery Store,Male,31,Marketing,491.3604
FDW52,Regular,Frozen Foods,164.2526,OUT013,High,Tier 3,Supermarket Type1,Female,33,Healthcare,1808.9786
FDN38,Regular,Canned,251.8408,OUT018,Medium,Tier 3,Supermarket Type2,Female,21,Doctor,4506.1344
DRI49,Low Fat,Soft Drinks,82.9276,OUT045,,Tier 2,Supermarket Type1,Male,83,Lawyer,1705.7796
FDW26,Regular,Dairy,221.1772,OUT045,,Tier 2,Supermarket Type1,Female,70,Engineer,3113.2808
FDA28,Regular,Frozen Foods,125.7362,OUT027,Medium,Tier 3,Supermarket Type3,Female,60,Artist,3020.0688
FDZ52,Low Fat,Frozen Foods,112.6886,OUT017,,Tier 2,Supermarket Type1,Male,33,Healthcare,1779.0176
FDU39,Low Fat,Meat,58.1562,OUT045,,Tier 2,Supermarket Type1,Female,71,Engineer,1185.124
FDR25,Regular,Canned,265.1884,OUT018,Medium,Tier 3,Supermarket Type2,Male,29,Engineer,6359.7216
FDM44,Low Fat,Fruits and Vegetables,102.899,OUT017,,Tier 2,Supermarket Type1,Female,41,Marketing,2167.179
FDA50,Low Fat,Dairy,98.141,OUT027,Medium,Tier 3,Supermarket Type3,Male,55,Artist,1737.738
FDJ38,Regular,Canned,189.753,OUT018,Medium,Tier 3,Supermarket Type2,Male,29,Entertainment,2846.295
DRM47,Low Fat,Hard Drinks,192.9846,OUT035,Small,Tier 2,Supermarket Type1,Male,76,Lawyer,6114.7072
NCO05,Low Fat,Health and Hygiene,98.4384,OUT049,Medium,Tier 1,Supermarket Type1,Female,23,Healthcare,1576.6144
FDU21,Regular,Snack Foods,34.9558,OUT049,Medium,Tier 1,Supermarket Type1,Female,18,Healthcare,373.5138
FDF32,Low Fat,Fruits and Vegetables,198.5426,OUT046,Small,Tier 1,Supermarket Type1,Female,49,Engineer,1384.1982
FDM27,Regular,Meat,156.3946,OUT019,Small,Tier 1,Grocery Store,Male,19,Healthcare,473.3838
FDL33,Low Fat,Snack Foods,194.4452,OUT027,Medium,Tier 3,Supermarket Type3,Male,81,Executive,4697.8848
FDO60,Low Fat,Baking Goods,43.7086,OUT046,Small,Tier 1,Supermarket Type1,Female,35,Artist,892.172
NCJ30,Low Fat,Household,169.379,OUT013,High,Tier 3,Supermarket Type1,Male,59,Doctor,2376.906
NCI42,Low Fat,Household,208.3954,OUT013,High,Tier 3,Supermarket Type1,Female,32,Healthcare,2709.1402
FDU37,Regular,Canned,77.896,OUT035,Small,Tier 2,Supermarket Type1,Male,35,Artist,1997.4
FDV08,Low Fat,Fruits and Vegetables,43.5454,OUT027,Medium,Tier 3,Supermarket Type3,Female,56,,755.0172
NCA29,Low Fat,Household,171.6106,OUT035,Small,Tier 2,Supermarket Type1,Female,63,Artist,2566.659
FDD16,Low Fat,Frozen Foods,72.9696,OUT035,Small,Tier 2,Supermarket Type1,Female,21,Healthcare,596.5568
FDB35,Regular,Starchy Foods,92.5804,OUT017,,Tier 2,Supermarket Type1,Female,77,Lawyer,2297.01
FDS31,reg,Fruits and Vegetables,180.3318,OUT018,Medium,Tier 3,Supermarket Type2,Male,36,Artist,2886.9088
NCA53,Low Fat,Health and Hygiene,47.2034,OUT017,,Tier 2,Supermarket Type1,Female,22,Healthcare,340.2238
NCD19,Low Fat,Household,56.4614,OUT017,,Tier 2,Supermarket Type1,Male,26,Executive,828.921
FDP07,Low Fat,Fruits and Vegetables,195.111,OUT035,Small,Tier 2,Supermarket Type1,Male,82,Lawyer,3731.809
FDA44,Low Fat,Fruits and Vegetables,55.993,OUT013,High,Tier 3,Supermarket Type1,Male,18,Healthcare,905.488
FDI14,Low Fat,Canned,140.0496,OUT035,Small,Tier 2,Supermarket Type1,Male,35,Artist,1411.496
NCE31,Low Fat,Household,35.4216,OUT017,,Tier 2,Supermarket Type1,Male,36,Doctor,173.108
FDJ14,Regular,Canned,78.896,OUT019,Small,Tier 1,Grocery Store,Male,59,Artist,399.48
FDY44,Regular,Fruits and Vegetables,195.111,OUT018,Medium,Tier 3,Supermarket Type2,Male,61,Artist,982.055
FDZ26,Regular,Dairy,239.6222,OUT035,Small,Tier 2,Supermarket Type1,Female,37,Entertainment,2390.222
FDG26,Low Fat,Canned,257.633,OUT017,,Tier 2,Supermarket Type1,Female,25,Healthcare,5382.993
FDN34,Regular,Snack Foods,169.2132,OUT017,,Tier 2,Supermarket Type1,Female,28,Healthcare,2536.698
DRG11,Low Fat,Hard Drinks,109.0596,OUT018,Medium,Tier 3,Supermarket Type2,Female,56,Artist,1941.4728
FDH20,Regular,Fruits and Vegetables,97.141,OUT018,Medium,Tier 3,Supermarket Type2,Male,29,Healthcare,1448.115
FDX09,Low Fat,Snack Foods,178.137,OUT018,Medium,Tier 3,Supermarket Type2,Female,86,Lawyer,1058.622
FDS09,Regular,Snack Foods,51.3008,OUT027,Medium,Tier 3,Supermarket Type3,Male,45,Artist,759.012
NCJ43,Low Fat,Household,174.0396,OUT017,,Tier 2,Supermarket Type1,Female,33,Homemaker,2093.2752
NCR05,Low Fat,Health and Hygiene,199.6084,OUT027,Medium,Tier 3,Supermarket Type3,Male,20,Healthcare,7142.7024
DRE49,Low Fat,Soft Drinks,151.1024,OUT013,High,Tier 3,Supermarket Type1,Female,25,Artist,2428.8384
FDZ59,Regular,Baking Goods,166.15,OUT049,Medium,Tier 1,Supermarket Type1,Male,59,Artist,3828.35
NCH43,Low Fat,Household,217.4192,OUT018,Medium,Tier 3,Supermarket Type2,Female,51,Engineer,431.4384
FDP03,Regular,Meat,125.6388,OUT049,Medium,Tier 1,Supermarket Type1,Female,20,Healthcare,1733.7432
DRC01,Regular,Soft Drinks,48.4692,OUT027,Medium,Tier 3,Supermarket Type3,Female,62,Artist,1034.6532
FDX28,Low Fat,Frozen Foods,100.7042,OUT027,Medium,Tier 3,Supermarket Type3,Male,75,Lawyer,3174.5344
FDI19,Low Fat,Meat,243.1512,OUT035,Small,Tier 2,Supermarket Type1,Male,47,Entertainment,4604.6728
FDW15,Regular,Meat,149.7734,OUT035,Small,Tier 2,Supermarket Type1,Female,32,Homemaker,2820.9946
NCX18,Low Fat,Household,194.911,OUT019,Small,Tier 1,Grocery Store,Male,62,Entertainment,196.411
FDF20,Low Fat,Fruits and Vegetables,196.5768,OUT049,Medium,Tier 1,Supermarket Type1,Female,43,Artist,5715.2272
FDN57,Low Fat,Snack Foods,141.2154,OUT027,Medium,Tier 3,Supermarket Type3,Male,69,Lawyer,3119.9388
NCM06,LF,Household,156.4656,OUT035,Small,Tier 2,Supermarket Type1,Male,38,Entertainment,2471.4496
NCV53,Low Fat,Health and Hygiene,238.188,OUT018,Medium,Tier 3,Supermarket Type2,Female,29,Engineer,3835.008
FDO20,Regular,Fruits and Vegetables,254.0382,OUT049,Medium,Tier 1,Supermarket Type1,Male,56,Artist,1261.691
FDV44,Regular,Fruits and Vegetables,191.3188,OUT013,High,Tier 3,Supermarket Type1,Female,51,Engineer,2285.0256
FDJ56,Low Fat,Fruits and Vegetables,101.77,OUT045,,Tier 2,Supermarket Type1,Male,53,Executive,798.96
NCB18,Low Fat,Household,87.0514,OUT035,Small,Tier 2,Supermarket Type1,Female,37,Artist,2125.2336
FDZ20,Low Fat,Fruits and Vegetables,253.7356,OUT010,,Tier 3,Grocery Store,Male,28,Executive,508.6712
NCR50,Low Fat,Household,151.634,OUT046,Small,Tier 1,Supermarket Type1,Female,48,Artist,1990.742
FDL24,Regular,Baking Goods,170.9422,OUT035,Small,Tier 2,Supermarket Type1,Female,74,Artist,3103.9596
FDU38,Low Fat,Dairy,191.4504,OUT010,,Tier 3,Grocery Store,Male,51,Entertainment,575.2512
DRB48,Regular,Soft Drinks,40.9822,OUT010,,Tier 3,Grocery Store,Female,88,Lawyer,157.1288
FDS27,Regular,Meat,194.711,OUT019,Small,Tier 1,Grocery Store,Female,50,Artist,196.411
FDR43,Low Fat,Fruits and Vegetables,38.419,OUT049,Medium,Tier 1,Supermarket Type1,Male,19,Healthcare,805.618
FDI12,Regular,Baking Goods,86.8856,OUT017,,Tier 2,Supermarket Type1,Female,28,Healthcare,2548.6824
FDU08,LF,Fruits and Vegetables,99.7042,OUT027,Medium,Tier 3,Supermarket Type3,Female,32,Artist,3868.9638
FDT56,Regular,Fruits and Vegetables,58.0246,OUT027,Medium,Tier 3,Supermarket Type3,Female,45,Executive,2143.2102
DRD15,Low Fat,Dairy,233.1642,OUT019,Small,Tier 1,Grocery Store,Male,56,Healthcare,697.0926
FDK26,Regular,Canned,185.224,OUT018,Medium,Tier 3,Supermarket Type2,Female,33,Artist,2423.512
DRJ13,Low Fat,Soft Drinks,159.2578,OUT017,,Tier 2,Supermarket Type1,Male,29,Artist,2406.867
FDP44,Regular,Fruits and Vegetables,101.3332,OUT046,Small,Tier 1,Supermarket Type1,Male,53,Executive,1537.998
FDV40,Low Fat,Frozen Foods,73.6038,OUT013,High,Tier 3,Supermarket Type1,Female,18,Healthcare,739.038
FDN28,Regular,Frozen Foods,101.399,OUT046,Small,Tier 1,Supermarket Type1,Male,45,Entertainment,2063.98
FDY13,Low Fat,Canned,74.767,OUT017,,Tier 2,Supermarket Type1,Male,86,Artist,1454.773
NCM17,Low Fat,Health and Hygiene,42.7086,OUT046,Small,Tier 1,Supermarket Type1,Female,26,Doctor,356.8688
DRE48,LF,Soft Drinks,196.8768,OUT035,Small,Tier 2,Supermarket Type1,Male,46,Doctor,3350.3056
FDA57,LF,Snack Foods,39.548,OUT027,Medium,Tier 3,Supermarket Type3,Male,35,Healthcare,1358.232
NCX18,Low Fat,Household,197.111,OUT049,Medium,Tier 1,Supermarket Type1,Female,32,Marketing,3731.809
DRK13,Low Fat,Soft Drinks,197.0084,OUT027,Medium,Tier 3,Supermarket Type3,Male,36,Artist,3372.9428
FDL57,Regular,Snack Foods,257.7304,OUT019,Small,Tier 1,Grocery Store,Female,25,Artist,774.9912
FDR27,Regular,Meat,131.3942,OUT010,,Tier 3,Grocery Store,Female,63,Artist,397.4826
FDB52,Low Fat,Dairy,257.2672,OUT049,Medium,Tier 1,Supermarket Type1,Female,23,Healthcare,3068.0064
FDQ10,Low Fat,Snack Foods,171.6422,OUT018,Medium,Tier 3,Supermarket Type2,Female,26,Engineer,3276.4018
FDY60,Regular,Baking Goods,143.9128,OUT010,,Tier 3,Grocery Store,Female,46,Artist,143.8128
FDH33,Low Fat,Snack Foods,44.1428,OUT027,Medium,Tier 3,Supermarket Type3,Male,70,Engineer,1362.2268
FDG56,Regular,Fruits and Vegetables,60.5536,OUT027,Medium,Tier 3,Supermarket Type3,Female,40,Engineer,2143.876
FDS07,Low Fat,Fruits and Vegetables,112.2518,OUT013,High,Tier 3,Supermarket Type1,Male,33,Entertainment,1366.2216
FDZ13,Regular,Canned,51.335,OUT045,,Tier 2,Supermarket Type1,Male,48,Homemaker,1198.44
FDO31,reg,Fruits and Vegetables,78.396,OUT013,High,Tier 3,Supermarket Type1,Male,39,Entertainment,1757.712
DRD49,Low Fat,Soft Drinks,236.8564,OUT017,,Tier 2,Supermarket Type1,Female,45,Artist,4767.128
FDW12,reg,Baking Goods,146.6444,OUT049,Medium,Tier 1,Supermarket Type1,Male,61,Artist,870.8664
FDP57,Low Fat,Snack Foods,103.699,OUT018,Medium,Tier 3,Supermarket Type2,Male,52,Marketing,1031.99
FDO21,Regular,Snack Foods,223.0404,OUT013,High,Tier 3,Supermarket Type1,Female,26,Entertainment,2025.3636
NCY18,Low Fat,Household,173.2054,OUT046,Small,Tier 1,Supermarket Type1,Female,45,Homemaker,4902.9512
NCR30,Low Fat,Household,75.0696,OUT010,,Tier 3,Grocery Store,Female,40,Engineer,149.1392
FDZ20,Low Fat,Fruits and Vegetables,255.7356,OUT017,,Tier 2,Supermarket Type1,Male,42,Marketing,2543.356
NCK17,Low Fat,Health and Hygiene,40.948,OUT017,,Tier 2,Supermarket Type1,Male,19,Healthcare,479.376
FDX26,Low Fat,Dairy,180.6292,OUT035,Small,Tier 2,Supermarket Type1,Female,38,Artist,3101.2964
FDR24,Regular,Baking Goods,90.883,OUT035,Small,Tier 2,Supermarket Type1,Female,73,Artist,1707.777
FDQ22,Low Fat,Snack Foods,40.9822,OUT027,Medium,Tier 3,Supermarket Type3,Female,29,Doctor,864.2084
FDP07,Low Fat,Fruits and Vegetables,194.711,OUT018,Medium,Tier 3,Supermarket Type2,Male,35,Homemaker,4910.275
FDV04,Regular,Frozen Foods,155.2288,OUT049,Medium,Tier 1,Supermarket Type1,Female,26,Artist,1257.0304
FDL48,Regular,Baking Goods,48.5034,OUT049,Medium,Tier 1,Supermarket Type1,Female,39,Healthcare,243.017
FDE16,Low Fat,Frozen Foods,210.3954,OUT018,Medium,Tier 3,Supermarket Type2,Male,28,Healthcare,5001.4896
NCK42,Low Fat,Household,217.4192,OUT017,,Tier 2,Supermarket Type1,Female,37,Artist,4314.384
FDJ53,Low Fat,Frozen Foods,121.3098,OUT046,Small,Tier 1,Supermarket Type1,Female,36,Homemaker,843.5686
FDH58,Low Fat,Snack Foods,115.9834,OUT013,High,Tier 3,Supermarket Type1,Male,41,Executive,2073.3012
FDD46,Low Fat,Snack Foods,155.0998,OUT049,Medium,Tier 1,Supermarket Type1,Female,39,Engineer,1230.3984
FDW58,LF,Snack Foods,107.1622,OUT035,Small,Tier 2,Supermarket Type1,Male,74,Lawyer,1693.7952
NCL07,Low Fat,Others,41.048,OUT046,Small,Tier 1,Supermarket Type1,Female,23,Healthcare,639.168
FDU12,Regular,Baking Goods,263.9568,OUT045,,Tier 2,Supermarket Type1,Male,25,Healthcare,4745.8224
FDO52,Regular,Frozen Foods,171.0106,OUT017,,Tier 2,Supermarket Type1,Female,50,Artist,3079.9908
FDT16,Regular,Frozen Foods,258.7278,OUT027,Medium,Tier 3,Supermarket Type3,Female,67,Lawyer,5466.8838
