Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,,Gender,Age,,
FDV56,16.1,Regular,0.013584408,Fruits and Vegetables,107.7596,OUT013,1987,High,Tier 3,Supermarket Type1,323.5788,,Female,68,,
FDK43,9.8,Low Fat,0.026950104,Meat,128.402,OUT018,2009,Medium,Tier 3,Supermarket Type2,1265.02,,Female,85,,
NCR29,7.565,Low Fat,0.054751689,Health and Hygiene,54.793,OUT045,2002,,Tier 2,Supermarket Type1,622.523,,Male,46,,
FDY03,17.6,Regular,0.076121831,Meat,111.7202,OUT046,1997,Small,Tier 1,Supermarket Type1,1125.202,,Female,32,,
FDU44,12.15,Regular,0.058516562,Fruits and Vegetables,164.1552,OUT049,1999,Medium,Tier 1,Supermarket Type1,5198.5664,,Female,70,,
FDZ04,9.31,low fat,0.037923509,Frozen Foods,61.651,OUT013,1987,High,Tier 3,Supermarket Type1,379.506,,Male,37,,
FDU16,19.25,Regular,0.058365706,Frozen Foods,82.1908,OUT049,1999,Medium,Tier 1,Supermarket Type1,2432.8332,,Female,30,,
FDV07,9.5,Low Fat,0.031346387,Fruits and Vegetables,110.7228,OUT045,2002,,Tier 2,Supermarket Type1,1657.842,,Female,33,,
NCL19,15.35,Low Fat,0.015663185,Others,143.947,OUT013,1987,High,Tier 3,Supermarket Type1,3006.087,,Male,61,,
FDW01,,Low Fat,0.063750302,Canned,153.4682,OUT027,1985,Medium,Tier 3,Supermarket Type3,2287.023,,Female,37,,
FDC10,,Regular,0.07252476,Snack Foods,120.3098,OUT027,1985,Medium,Tier 3,Supermarket Type3,1687.1372,,Male,32,,
DRC12,17.85,Low Fat,0.038040837,Soft Drinks,189.1188,OUT017,2007,,Tier 2,Supermarket Type1,3237.1196,,Male,52,,
DRK39,7.02,Low Fat,0.049823902,Dairy,82.225,OUT013,1987,High,Tier 3,Supermarket Type1,2746.425,,Female,42,,
FDG24,,Low Fat,0.014560297,Baking Goods,81.425,OUT027,1985,Medium,Tier 3,Supermarket Type3,1331.6,,Male,47,,
FDO04,,Low Fat,0.026408698,Frozen Foods,53.2614,OUT027,1985,Medium,Tier 3,Supermarket Type3,607.8754,,Female,52,,
DRB25,12.3,Low Fat,0.069446588,Soft Drinks,106.3938,OUT035,2004,Small,Tier 2,Supermarket Type1,857.5504,,Male,66,,
FDK26,5.46,Regular,0.03217132,Canned,184.824,OUT035,2004,Small,Tier 2,Supermarket Type1,4287.752,,Female,28,,
FDM52,15.1,Low Fat,0.026046138,Frozen Foods,147.2076,OUT045,2002,,Tier 2,Supermarket Type1,1773.6912,,Female,47,,
FDY07,11.8,Low Fat,0.121848436,Fruits and Vegetables,46.8402,OUT045,2002,,Tier 2,Supermarket Type1,597.2226,,Male,52,,
NCO06,19.25,Low Fat,0.108470504,Household,33.4558,OUT018,2009,Medium,Tier 3,Supermarket Type2,441.4254,,Male,27,,
FDO10,13.65,Regular,0,Snack Foods,55.8588,OUT045,2002,,Tier 2,Supermarket Type1,1431.47,,Female,56,,
FDK34,13.35,Low Fat,0.038494623,Snack Foods,240.2564,OUT013,1987,High,Tier 3,Supermarket Type1,2860.2768,,Female,53,,
FDS33,,Regular,0.122830885,Snack Foods,86.9514,OUT027,1985,Medium,Tier 3,Supermarket Type3,3364.9532,,Female,45,,
FDO45,13.15,Regular,0.038029746,Snack Foods,88.6856,OUT045,2002,,Tier 2,Supermarket Type1,1757.712,,Female,37,,
FDF08,14.3,Regular,0.065207559,Fruits and Vegetables,89.8856,OUT046,1997,Small,Tier 1,Supermarket Type1,966.7416,,Female,36,,
FDH58,12.3,Low Fat,0.037014587,Snack Foods,115.1834,OUT045,2002,,Tier 2,Supermarket Type1,1958.1178,,Male,25,,
FDS03,7.825,Low Fat,0.133281968,Meat,63.2826,OUT010,1998,,Tier 3,Grocery Store,129.1652,,Female,45,,
DRF03,19.1,Low Fat,0.045299563,Dairy,38.8138,OUT035,2004,Small,Tier 2,Supermarket Type1,365.5242,,Male,72,,
FDE02,8.71,low fat,0.121149472,Canned,93.7778,OUT013,1987,High,Tier 3,Supermarket Type1,1783.6782,,Male,35,,
NCZ06,19.6,Low Fat,0.094083303,Household,252.2698,OUT013,1987,High,Tier 3,Supermarket Type1,2790.3678,,Female,72,,
FDW49,19.5,Low Fat,0,Canned,179.3002,OUT049,1999,Medium,Tier 1,Supermarket Type1,2328.3026,,Female,31,,
FDR23,15.85,Low Fat,0,Breads,174.737,OUT017,2007,,Tier 2,Supermarket Type1,2822.992,,Male,47,,
NCJ29,,Low Fat,0.035022503,Health and Hygiene,85.1224,OUT027,1985,Medium,Tier 3,Supermarket Type3,2045.3376,,Male,20,,
FDY35,17.6,Regular,0.016060186,Breads,47.2402,OUT045,2002,,Tier 2,Supermarket Type1,505.3422,,Female,73,,
FDZ01,,Regular,0.009014978,Canned,102.699,OUT027,1985,Medium,Tier 3,Supermarket Type3,3095.97,,Male,29,,
FDX19,19.1,Low Fat,0.096733815,Fruits and Vegetables,233.1958,OUT046,1997,Small,Tier 1,Supermarket Type1,5141.3076,,Male,25,,
FDG44,6.13,Low Fat,0.102607233,Fruits and Vegetables,54.0298,OUT018,2009,Medium,Tier 3,Supermarket Type2,808.947,,Male,52,,
FDQ23,6.55,Low Fat,0.024521191,Breads,100.6332,OUT035,2004,Small,Tier 2,Supermarket Type1,2665.8632,,Female,27,,
FDY22,16.5,Regular,0.160624116,Snack Foods,143.8128,OUT017,2007,,Tier 2,Supermarket Type1,2588.6304,,Male,52,,
NCN41,17,Low Fat,0.052165855,Health and Hygiene,125.073,OUT013,1987,High,Tier 3,Supermarket Type1,1108.557,,Female,49,,
FDA47,10.5,Regular,0,Baking Goods,162.421,OUT045,2002,,Tier 2,Supermarket Type1,1304.968,,Male,60,,
NCD19,8.93,Low Fat,0,Household,55.4614,OUT045,2002,,Tier 2,Supermarket Type1,331.5684,,Male,45,,
FDO36,,Low Fat,0.07753654,Baking Goods,180.866,OUT027,1985,Medium,Tier 3,Supermarket Type3,3235.788,,Male,59,,
FDH20,16.1,Regular,0.024928351,Fruits and Vegetables,95.141,OUT013,1987,High,Tier 3,Supermarket Type1,3089.312,,Female,18,,
FDN12,,LF,0.08071118,Baking Goods,113.1544,OUT027,1985,Medium,Tier 3,Supermarket Type3,3355.632,,Male,18,,
NCJ30,5.82,Low Fat,0.080968973,Household,171.379,OUT018,2009,Medium,Tier 3,Supermarket Type2,2037.348,,Male,55,,
FDB09,16.25,Low Fat,0.057485328,Fruits and Vegetables,126.2046,OUT049,1999,Medium,Tier 1,Supermarket Type1,1867.569,,Female,59,,
FDA09,13.35,Regular,0.149669322,Snack Foods,180.266,OUT045,2002,,Tier 2,Supermarket Type1,898.83,,Male,22,,
FDL24,,Regular,0.024776026,Baking Goods,172.3422,OUT027,1985,Medium,Tier 3,Supermarket Type3,7759.899,,Male,52,,
FDP03,5.15,Regular,0.061165512,Meat,125.6388,OUT035,2004,Small,Tier 2,Supermarket Type1,2848.2924,,Male,51,,
FDR58,,Low Fat,0.041718456,Snack Foods,94.5462,OUT027,1985,Medium,Tier 3,Supermarket Type3,2868.9322,,Male,35,,
FDO13,7.865,Low Fat,0.06100886,Breakfast,166.0526,OUT013,1987,High,Tier 3,Supermarket Type1,3617.9572,,Female,26,,
DRD49,9.895,Low Fat,0.167799329,Soft Drinks,239.4564,OUT035,2004,Small,Tier 2,Supermarket Type1,5243.8408,,Male,38,,
NCF42,17.35,Low Fat,0.167351411,Household,176.0712,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.2544,,Male,43,,
DRK35,8.365,Low Fat,0.071832909,Hard Drinks,36.1506,OUT035,2004,Small,Tier 2,Supermarket Type1,721.0614,,Male,41,,
FDR58,6.675,Low Fat,0.041886576,Snack Foods,92.1462,OUT013,1987,High,Tier 3,Supermarket Type1,1203.1006,,Female,27,,
FDQ15,,Regular,0.150341867,Meat,83.1276,OUT027,1985,Medium,Tier 3,Supermarket Type3,1868.2348,,Male,60,,
NCP50,17.35,Low Fat,0.020542737,Others,80.5618,OUT013,1987,High,Tier 3,Supermarket Type1,322.2472,,Female,25,,
FDV45,16.75,Low Fat,0.045047439,Snack Foods,186.4556,OUT046,1997,Small,Tier 1,Supermarket Type1,3942.8676,,Male,18,,
DRP35,18.85,Low Fat,0.091008572,Hard Drinks,129.6336,OUT049,1999,Medium,Tier 1,Supermarket Type1,3195.84,,Male,47,,
FDN23,6.575,Regular,0.07549348,Breads,143.5444,OUT035,2004,Small,Tier 2,Supermarket Type1,3338.3212,,Male,71,,
FDS44,12.65,Regular,0.156286566,Fruits and Vegetables,238.9538,OUT049,1999,Medium,Tier 1,Supermarket Type1,4086.0146,,Female,32,,
NCI54,15.2,Low Fat,0.033735909,Household,110.9912,OUT018,2009,Medium,Tier 3,Supermarket Type2,1856.2504,,Male,60,,
FDH40,,Regular,0.078547351,Frozen Foods,79.3276,OUT027,1985,Medium,Tier 3,Supermarket Type3,1380.8692,,Female,33,,
FDF46,7.07,Low Fat,0.093653464,Snack Foods,113.3834,OUT035,2004,Small,Tier 2,Supermarket Type1,1267.0174,,Female,37,,
FDA21,13.65,Low Fat,0.036107198,Snack Foods,184.4924,OUT018,2009,Medium,Tier 3,Supermarket Type2,5182.5872,,Male,48,,
FDI41,,Regular,0.109003832,Frozen Foods,145.2418,OUT019,1985,Small,Tier 1,Grocery Store,147.1418,,Female,33,,
FDE35,7.06,Regular,0.073480266,Starchy Foods,58.8904,OUT010,1998,,Tier 3,Grocery Store,58.5904,,Female,68,,
DRJ24,11.8,Low Fat,0.113234914,Soft Drinks,186.3924,OUT013,1987,High,Tier 3,Supermarket Type1,5367.6796,,Male,51,,
NCK17,,Low Fat,0.037711338,Health and Hygiene,41.548,OUT027,1985,Medium,Tier 3,Supermarket Type3,1358.232,,Male,52,,
FDA15,9.3,Low Fat,0.016054884,Dairy,250.2092,OUT045,2002,,Tier 2,Supermarket Type1,5976.2208,,Male,31,,
FDD36,,Low Fat,0.021170542,Baking Goods,117.6124,OUT027,1985,Medium,Tier 3,Supermarket Type3,2251.7356,,Male,39,,
DRD60,,Low Fat,0.065188619,Soft Drinks,181.1634,OUT019,1985,Small,Tier 1,Grocery Store,181.7634,,Male,60,,
FDA46,13.6,Low Fat,0.117537563,Snack Foods,195.4136,OUT013,1987,High,Tier 3,Supermarket Type1,5443.5808,,Female,50,,
NCO54,19.5,Low Fat,0.01430324,Household,57.2614,OUT045,2002,,Tier 2,Supermarket Type1,1547.3192,,Female,19,,
FDL48,19.35,Regular,0.137697119,Baking Goods,47.1034,OUT010,1998,,Tier 3,Grocery Store,145.8102,,Male,18,,
NCM19,,Low Fat,0.047008497,Others,112.0202,OUT027,1985,Medium,Tier 3,Supermarket Type3,5063.409,,Male,37,,
FDS31,13.1,reg,0,Fruits and Vegetables,178.9318,OUT049,1999,Medium,Tier 1,Supermarket Type1,3067.3406,,Female,50,,
FDV12,16.7,Regular,0.060863167,Baking Goods,97.6384,OUT035,2004,Small,Tier 2,Supermarket Type1,2857.6136,,Female,20,,
FDQ31,5.785,Regular,0,Fruits and Vegetables,87.1856,OUT035,2004,Small,Tier 2,Supermarket Type1,1406.1696,,Male,19,,
FDK55,,Low Fat,0.045105407,Meat,89.4172,OUT019,1985,Small,Tier 1,Grocery Store,178.4344,,Male,31,,
DRG15,6.13,Low Fat,0.076855207,Dairy,59.3536,OUT049,1999,Medium,Tier 1,Supermarket Type1,1470.0864,,Male,53,,
NCR17,9.8,Low Fat,0.024482644,Health and Hygiene,116.2492,OUT018,2009,Medium,Tier 3,Supermarket Type2,2896.23,,Female,26,,
FDV01,,Regular,0,Canned,154.6314,OUT027,1985,Medium,Tier 3,Supermarket Type3,6515.5188,,Male,37,,
FDT21,7.42,Low Fat,0.020474913,Snack Foods,248.4092,OUT018,2009,Medium,Tier 3,Supermarket Type2,996.0368,,Female,49,,
FDT10,16.7,Regular,0.062044506,Snack Foods,57.4562,OUT046,1997,Small,Tier 1,Supermarket Type1,948.0992,,Male,70,,
FDL56,,Low Fat,0.220225608,Fruits and Vegetables,85.6198,OUT019,1985,Small,Tier 1,Grocery Store,87.2198,,Female,48,,
FDS49,9,Low Fat,0.079794329,Canned,80.1644,OUT017,2007,,Tier 2,Supermarket Type1,1178.466,,Male,21,,
FDT32,,Regular,0.114916546,Fruits and Vegetables,188.4214,OUT019,1985,Small,Tier 1,Grocery Store,565.2642,,Male,19,,
NCX42,6.36,Low Fat,0.00597362,Household,164.5526,OUT013,1987,High,Tier 3,Supermarket Type1,2137.8838,,Male,61,,
FDX26,17.7,LF,0.146973462,Dairy,184.1292,OUT010,1998,,Tier 3,Grocery Store,547.2876,,Male,31,,
FDN02,16.5,Low Fat,0.07376631,Canned,208.5638,OUT013,1987,High,Tier 3,Supermarket Type1,2691.8294,,Female,65,,
FDJ40,,Regular,0.049349121,Frozen Foods,108.6912,OUT027,1985,Medium,Tier 3,Supermarket Type3,3057.3536,,Male,73,,
FDU13,,low fat,0.328390948,Canned,146.0418,OUT019,1985,Small,Tier 1,Grocery Store,588.5672,,Female,50,,
DRE27,11.85,Low Fat,0.13267058,Dairy,96.4726,OUT046,1997,Small,Tier 1,Supermarket Type1,978.726,,Male,70,,
FDS27,10.195,Regular,0.012455787,Meat,197.511,OUT035,2004,Small,Tier 2,Supermarket Type1,2356.932,,Male,58,,
FDU44,,Regular,0.058142797,Fruits and Vegetables,162.1552,OUT027,1985,Medium,Tier 3,Supermarket Type3,3086.6488,,Female,58,,
DRM59,,Low Fat,0.006289291,Hard Drinks,153.2998,OUT019,1985,Small,Tier 1,Grocery Store,461.3994,,Male,18,,
FDT08,13.65,Low Fat,0.04929502,Fruits and Vegetables,150.505,OUT049,1999,Medium,Tier 1,Supermarket Type1,2696.49,,Male,32,,
FDL46,20.35,low fat,0.054362695,Snack Foods,117.9466,OUT017,2007,,Tier 2,Supermarket Type1,1649.8524,,Female,40,,
NCV30,20.2,Low Fat,0.110356797,Household,62.051,OUT010,1998,,Tier 3,Grocery Store,126.502,,Female,49,,
FDP51,13.85,Regular,0.085274988,Meat,119.6124,OUT046,1997,Small,Tier 1,Supermarket Type1,2014.7108,,Male,35,,
FDA51,8.05,Regular,0.164542555,Dairy,112.2518,OUT013,1987,High,Tier 3,Supermarket Type1,1707.777,,Female,40,,
FDM46,7.365,Low Fat,0.160292264,Snack Foods,94.712,OUT045,2002,,Tier 2,Supermarket Type1,932.12,,Male,30,,
FDK02,12.5,Low Fat,0.112859454,Canned,118.344,OUT017,2007,,Tier 2,Supermarket Type1,2157.192,,Female,35,,
FDJ57,7.42,Regular,0.021569566,Seafood,184.8582,OUT035,2004,Small,Tier 2,Supermarket Type1,4643.955,,Male,28,,
FDJ45,,Low Fat,0.073055148,Seafood,33.7216,OUT027,1985,Medium,Tier 3,Supermarket Type3,1280.9992,,Male,30,,
NCB31,6.235,Low Fat,0.119345629,Household,261.991,OUT017,2007,,Tier 2,Supermarket Type1,2366.919,,Male,39,,
FDJ03,12.35,Regular,0.072334667,Dairy,49.1692,OUT013,1987,High,Tier 3,Supermarket Type1,886.8456,,Male,39,,
FDT50,6.75,Regular,0.108148913,Dairy,95.6752,OUT013,1987,High,Tier 3,Supermarket Type1,958.752,,Female,26,,
NCY41,16.75,Low Fat,0.07585337,Health and Hygiene,36.8532,OUT049,1999,Medium,Tier 1,Supermarket Type1,1150.5024,,Male,36,,
FDJ60,19.35,Regular,0.062655235,Baking Goods,163.3184,OUT045,2002,,Tier 2,Supermarket Type1,2641.8944,,Female,26,,
FDZ35,9.6,Regular,0.022278477,Breads,102.499,OUT046,1997,Small,Tier 1,Supermarket Type1,1547.985,,Male,21,,
FDS21,19.85,Regular,0.020961192,Snack Foods,62.0194,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.194,,Female,45,,
FDM52,15.1,Low Fat,0.025993423,Frozen Foods,147.4076,OUT046,1997,Small,Tier 1,Supermarket Type1,2808.3444,,Male,45,,
FDQ08,,Regular,0.018838681,Fruits and Vegetables,62.9536,OUT027,1985,Medium,Tier 3,Supermarket Type3,2266.3832,,Female,63,,
FDQ56,6.59,Low Fat,0.105577348,Fruits and Vegetables,85.6908,OUT035,2004,Small,Tier 2,Supermarket Type1,1929.4884,,Female,45,,
FDS47,16.75,Low Fat,0.129086113,Breads,89.4856,OUT049,1999,Medium,Tier 1,Supermarket Type1,1054.6272,,Female,27,,
DRM48,15.2,Low Fat,0.113125627,Soft Drinks,38.6848,OUT045,2002,,Tier 2,Supermarket Type1,1155.8288,,Male,47,,
FDW46,13,Regular,0.070699313,Snack Foods,65.7484,OUT017,2007,,Tier 2,Supermarket Type1,1174.4712,,Male,36,,
FDW27,5.86,Regular,0.151467821,Meat,154.1314,OUT018,2009,Medium,Tier 3,Supermarket Type2,3412.8908,,Male,49,,
NCQ05,11.395,Low Fat,0.03616416,Health and Hygiene,150.1708,OUT010,1998,,Tier 3,Grocery Store,300.9416,,Male,25,,
FDU40,20.85,Low Fat,0.062606583,Frozen Foods,192.2478,OUT010,1998,,Tier 3,Grocery Store,387.4956,,Male,32,,
DRE12,,Low Fat,0.0704378,Soft Drinks,112.886,OUT027,1985,Medium,Tier 3,Supermarket Type3,2942.836,,Male,41,,
FDX35,5.035,Regular,0.079844043,Breads,226.3036,OUT013,1987,High,Tier 3,Supermarket Type1,4098.6648,,Female,50,,
FDD51,11.15,Low Fat,0.120139206,Dairy,45.0744,OUT049,1999,Medium,Tier 1,Supermarket Type1,452.744,,Female,63,,
FDY27,6.38,Low Fat,0.032028115,Dairy,178.3344,OUT018,2009,Medium,Tier 3,Supermarket Type2,3211.8192,,Male,69,,
NCN06,8.39,Low Fat,0.120497266,Household,162.2868,OUT046,1997,Small,Tier 1,Supermarket Type1,2620.5888,,Female,62,,
FDR57,5.675,Regular,0.023492524,Snack Foods,155.5288,OUT035,2004,Small,Tier 2,Supermarket Type1,1414.1592,,Male,63,,
FDL32,15.7,Regular,0.122657336,Fruits and Vegetables,110.1544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1565.9616,,Female,36,,
FDW46,13,reg,0.070588037,Snack Foods,65.9484,OUT018,2009,Medium,Tier 3,Supermarket Type2,1043.9744,,Female,31,,
NCO17,,Low Fat,0.073024401,Health and Hygiene,121.844,OUT027,1985,Medium,Tier 3,Supermarket Type3,3115.944,,Female,45,,
FDR19,13.5,Regular,0.159587755,Fruits and Vegetables,145.3102,OUT013,1987,High,Tier 3,Supermarket Type1,729.051,,Female,45,,
FDJ33,8.895,Regular,0.088821765,Snack Foods,125.173,OUT017,2007,,Tier 2,Supermarket Type1,2956.152,,Male,26,,
FDB15,10.895,Low Fat,0.136810742,Dairy,263.0568,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136,,Male,49,,
FDA52,16.2,Regular,0.128682722,Frozen Foods,178.437,OUT045,2002,,Tier 2,Supermarket Type1,1058.622,,Female,38,,
FDZ08,,Regular,0.109459733,Fruits and Vegetables,84.1592,OUT027,1985,Medium,Tier 3,Supermarket Type3,1320.9472,,Female,74,,
FDR27,15.1,Regular,0.096644015,Meat,131.9942,OUT017,2007,,Tier 2,Supermarket Type1,3047.3666,,Male,61,,
NCK42,7.475,Low Fat,0.013120028,Household,217.6192,OUT046,1997,Small,Tier 1,Supermarket Type1,1725.7536,,Female,26,,
FDZ12,,Low Fat,0,Baking Goods,144.847,OUT019,1985,Small,Tier 1,Grocery Store,143.147,,Female,70,,
FDM60,10.8,Regular,0.048339408,Baking Goods,41.5138,OUT018,2009,Medium,Tier 3,Supermarket Type2,446.7518,,Female,30,,
NCI31,20,Low Fat,0.08165845,Others,35.019,OUT018,2009,Medium,Tier 3,Supermarket Type2,585.904,,Female,57,,
FDX39,14.3,Regular,0.04975339,Meat,210.3586,OUT049,1999,Medium,Tier 1,Supermarket Type1,6331.758,,Female,35,,
NCV05,10.1,Low Fat,0.030379382,Health and Hygiene,153.4656,OUT017,2007,,Tier 2,Supermarket Type1,1853.5872,,Male,20,,
FDX16,17.85,LF,0.065810045,Frozen Foods,149.105,OUT046,1997,Small,Tier 1,Supermarket Type1,2247.075,,Male,19,,
DRK12,9.5,Low Fat,0,Soft Drinks,32.89,OUT010,1998,,Tier 3,Grocery Store,33.29,,Male,52,,
NCA05,20.75,Low Fat,0.025272781,Health and Hygiene,146.6734,OUT017,2007,,Tier 2,Supermarket Type1,445.4202,,Male,31,,
DRG51,12.1,Low Fat,0.019314961,Dairy,164.6526,OUT010,1998,,Tier 3,Grocery Store,657.8104,,Male,22,,
NCR30,20.6,Low Fat,0.071282168,Household,74.4696,OUT018,2009,Medium,Tier 3,Supermarket Type2,223.7088,,Male,27,,
NCE31,7.67,Low Fat,0.184843579,Household,33.1216,OUT046,1997,Small,Tier 1,Supermarket Type1,727.0536,,Female,39,,
FDM56,,Low Fat,0.122896411,Fruits and Vegetables,111.1912,OUT019,1985,Small,Tier 1,Grocery Store,218.3824,,Female,28,,
FDP24,20.6,Low Fat,0.082935004,Baking Goods,119.5756,OUT013,1987,High,Tier 3,Supermarket Type1,2665.8632,,Male,59,,
DRM37,15.35,Low Fat,0.161350176,Soft Drinks,196.6768,OUT010,1998,,Tier 3,Grocery Store,591.2304,,Female,57,,
FDN56,5.46,Regular,0.106968096,Fruits and Vegetables,142.6786,OUT013,1987,High,Tier 3,Supermarket Type1,2311.6576,,Male,25,,
DRE60,9.395,Low Fat,0.159582185,Soft Drinks,224.772,OUT049,1999,Medium,Tier 1,Supermarket Type1,7017.532,,Female,40,,
FDW49,,Low Fat,0.14453827,Canned,180.6002,OUT019,1985,Small,Tier 1,Grocery Store,895.501,,Female,53,,
FDM20,10,Low Fat,0.038685802,Fruits and Vegetables,243.8144,OUT046,1997,Small,Tier 1,Supermarket Type1,4655.2736,,Female,32,,
FDK15,,Low Fat,0.172309903,Meat,98.2042,OUT019,1985,Small,Tier 1,Grocery Store,198.4084,,Female,70,,
FDK48,7.445,Low Fat,0.037690731,Baking Goods,73.3354,OUT049,1999,Medium,Tier 1,Supermarket Type1,451.4124,,Male,48,,
FDO49,,Regular,0.05787008,Breakfast,49.7008,OUT019,1985,Small,Tier 1,Grocery Store,50.6008,,Male,75,,
FDC09,15.5,Regular,0.026409147,Fruits and Vegetables,102.1332,OUT018,2009,Medium,Tier 3,Supermarket Type2,615.1992,,Male,62,,
NCZ41,19.85,Low Fat,0.064367627,Health and Hygiene,126.1704,OUT013,1987,High,Tier 3,Supermarket Type1,876.1928,,Male,41,,
FDP19,11.5,Low Fat,0.173516063,Fruits and Vegetables,128.1652,OUT046,1997,Small,Tier 1,Supermarket Type1,2454.1388,,Male,55,,
FDQ24,,Low Fat,0.12898088,Baking Goods,250.4724,OUT019,1985,Small,Tier 1,Grocery Store,251.6724,,Female,35,,
DRL11,10.5,Low Fat,0.048115543,Hard Drinks,159.0946,OUT045,2002,,Tier 2,Supermarket Type1,4102.6596,,Female,20,,
FDO36,19.7,Low Fat,0.077899109,Baking Goods,177.766,OUT035,2004,Small,Tier 2,Supermarket Type1,2696.49,,Male,20,,
FDN52,,Regular,0.13093275,Frozen Foods,86.9198,OUT027,1985,Medium,Tier 3,Supermarket Type3,1569.9564,,Female,35,,
FDF21,10.3,Regular,0.098464979,Fruits and Vegetables,188.653,OUT010,1998,,Tier 3,Grocery Store,189.753,,Female,56,,
FDU40,20.85,Low Fat,0.037372847,Frozen Foods,192.7478,OUT013,1987,High,Tier 3,Supermarket Type1,3099.9648,,Male,39,,
FDS51,13.35,Low Fat,0.032230526,Meat,61.4194,OUT049,1999,Medium,Tier 1,Supermarket Type1,743.0328,,Male,42,,
FDE45,12.1,Low Fat,0.040357315,Fruits and Vegetables,177.8002,OUT046,1997,Small,Tier 1,Supermarket Type1,1611.9018,,Male,35,,
FDX50,20.1,Low Fat,0.07461309,Dairy,108.7228,OUT035,2004,Small,Tier 2,Supermarket Type1,1215.7508,,Female,35,,
NCN14,,Low Fat,0.160936178,Others,184.2608,OUT019,1985,Small,Tier 1,Grocery Store,367.5216,,Male,33,,
FDQ21,21.25,Low Fat,0.019502354,Snack Foods,120.8756,OUT018,2009,Medium,Tier 3,Supermarket Type2,3150.5656,,Male,42,,
FDV57,,Regular,0.065577449,Snack Foods,181.766,OUT027,1985,Medium,Tier 3,Supermarket Type3,7370.406,,Male,35,,
FDB44,6.655,Low Fat,0.016944719,Fruits and Vegetables,209.2586,OUT013,1987,High,Tier 3,Supermarket Type1,2954.8204,,Female,27,,
FDG52,13.65,Low Fat,0.065576228,Frozen Foods,47.7402,OUT013,1987,High,Tier 3,Supermarket Type1,643.1628,,Male,33,,
FDL38,,Regular,0.02579577,Canned,88.4172,OUT019,1985,Small,Tier 1,Grocery Store,89.2172,,Female,32,,
NCS54,13.6,Low Fat,0.010008699,Household,176.737,OUT049,1999,Medium,Tier 1,Supermarket Type1,4940.236,,Female,35,,
DRL37,15.5,Low Fat,0.053362086,Soft Drinks,41.577,OUT035,2004,Small,Tier 2,Supermarket Type1,735.709,,Male,22,,
FDA43,10.895,Low Fat,0.064621927,Fruits and Vegetables,196.6794,OUT013,1987,High,Tier 3,Supermarket Type1,1170.4764,,Male,40,,
FDZ39,19.7,Regular,0.018126724,Meat,101.799,OUT017,2007,,Tier 2,Supermarket Type1,1135.189,,Male,51,,
FDG45,8.1,Low Fat,0,Fruits and Vegetables,211.8902,OUT018,2009,Medium,Tier 3,Supermarket Type2,3823.0236,,Male,88,,
FDH10,21,Low Fat,0.049263979,Snack Foods,195.0478,OUT013,1987,High,Tier 3,Supermarket Type1,1549.9824,,Male,82,,
FDO10,13.65,Regular,0.021343732,Snack Foods,58.3588,OUT010,1998,,Tier 3,Grocery Store,114.5176,,Male,43,,
FDS35,,LF,0.110681931,Breads,63.2826,OUT027,1985,Medium,Tier 3,Supermarket Type3,1033.3216,,Female,29,,
FDI41,,Regular,0.061955439,Frozen Foods,145.1418,OUT027,1985,Medium,Tier 3,Supermarket Type3,4561.3958,,Female,38,,
FDN21,,LF,0.076483451,Snack Foods,163.1236,OUT027,1985,Medium,Tier 3,Supermarket Type3,2416.854,,Male,37,,
NCO18,13.15,Low Fat,0.024701262,Household,176.8686,OUT045,2002,,Tier 2,Supermarket Type1,2133.2232,,Male,32,,
FDB34,15.25,Low Fat,0.02671821,Snack Foods,85.2198,OUT018,2009,Medium,Tier 3,Supermarket Type2,1482.7366,,Male,26,,
FDD05,19.35,Low Fat,0.016597651,Frozen Foods,121.5098,OUT013,1987,High,Tier 3,Supermarket Type1,2892.2352,,Male,39,,
FDX59,,Low Fat,0.0514111,Breads,33.0558,OUT027,1985,Medium,Tier 3,Supermarket Type3,984.7182,,Female,43,,
FDZ23,17.75,Regular,0.112985849,Baking Goods,185.424,OUT010,1998,,Tier 3,Grocery Store,745.696,,Male,51,,
FDX27,20.7,Regular,0.11411709,Dairy,92.7436,OUT046,1997,Small,Tier 1,Supermarket Type1,1323.6104,,Male,52,,
FDV07,9.5,Low Fat,0,Fruits and Vegetables,110.4228,OUT017,2007,,Tier 2,Supermarket Type1,1547.3192,,Male,51,,
FDR14,11.65,Low Fat,0.175033524,Dairy,55.5298,OUT017,2007,,Tier 2,Supermarket Type1,647.1576,,Male,20,,
FDO01,21.1,Regular,0.020760673,Breakfast,128.7994,OUT045,2002,,Tier 2,Supermarket Type1,1798.9916,,Male,33,,
FDO13,7.865,Low Fat,0.061405051,Breakfast,166.3526,OUT017,2007,,Tier 2,Supermarket Type1,1973.4312,,Female,36,,
FDU25,12.35,Low Fat,0.026676216,Canned,57.0246,OUT035,2004,Small,Tier 2,Supermarket Type1,1737.738,,Female,39,,
